year_month,rule,lookback_start,lookback_end,buy_date,sell_date,holdings,return
2017-10,rank_tail,2017-09-19,2017-10-31,2017-11-01,2017-11-30,UA:lb=-0.2656;buy=11.53@2017-11-01;sell=11.93@2017-11-30;mret=0.0347 | SCG:lb=-0.2589;buy=40.84@2017-11-01;sell=40.87@2017-11-30;mret=0.0007 | UAA:lb=-0.2552;buy=12.52@2017-11-01;sell=13.29@2017-11-30;mret=0.0615 | CVS:lb=-0.1699;buy=53.10@2017-11-01;sell=59.35@2017-11-30;mret=0.1178 | GE:lb=-0.1669;buy=90.49@2017-11-01;sell=82.10@2017-11-30;mret=-0.0928 | MRK:lb=-0.1647;buy=40.71@2017-11-01;sell=40.85@2017-11-30;mret=0.0033 | AMD:lb=-0.1623;buy=10.99@2017-11-01;sell=10.89@2017-11-30;mret=-0.0091 | PCG:lb=-0.1596;buy=57.29@2017-11-01;sell=53.79@2017-11-30;mret=-0.0611 | TRIP:lb=-0.1399;buy=33.35@2017-11-01;sell=30.79@2017-11-30;mret=-0.0768 | M:lb=-0.1387;buy=13.18@2017-11-01;sell=16.72@2017-11-30;mret=0.2687,0.027863367148960094
2017-11,rank_tail,2017-10-18,2017-11-30,2017-12-01,2017-12-29,NWL:lb=-0.2428;buy=21.42@2017-12-01;sell=21.37@2017-12-29;mret=-0.0023 | AMD:lb=-0.2260;buy=10.89@2017-12-01;sell=10.28@2017-12-29;mret=-0.0560 | EVHC:lb=-0.2145;buy=31.93@2017-12-01;sell=34.56@2017-12-29;mret=0.0824 | GE:lb=-0.2089;buy=82.10@2017-12-01;sell=78.87@2017-12-29;mret=-0.0393 | UA:lb=-0.2036;buy=11.93@2017-12-01;sell=13.32@2017-12-29;mret=0.1165 | EXPE:lb=-0.1936;buy=118.45@2017-12-01;sell=115.81@2017-12-29;mret=-0.0223 | UAA:lb=-0.1862;buy=13.29@2017-12-01;sell=14.43@2017-12-29;mret=0.0858 | REGN:lb=-0.1764;buy=359.86@2017-12-01;sell=373.89@2017-12-29;mret=0.0390 | SIG:lb=-0.1450;buy=44.04@2017-12-01;sell=47.63@2017-12-29;mret=0.0815 | INCY:lb=-0.1403;buy=98.99@2017-12-01;sell=94.71@2017-12-29;mret=-0.0432,0.025566695556300534
2017-12,rank_tail,2017-11-15,2017-12-29,2018-01-02,2018-01-31,SIG:lb=-0.2334;buy=47.63@2018-01-02;sell=44.56@2018-01-31;mret=-0.0645 | EIX:lb=-0.2199;buy=44.95@2018-01-02;sell=44.45@2018-01-31;mret=-0.0112 | PCG:lb=-0.1941;buy=44.45@2018-01-02;sell=42.07@2018-01-31;mret=-0.0535 | MAT:lb=-0.1605;buy=15.38@2018-01-02;sell=15.84@2018-01-31;mret=0.0299 | ADSK:lb=-0.1547;buy=104.83@2018-01-02;sell=115.62@2018-01-31;mret=0.1029 | PPL:lb=-0.1437;buy=21.62@2018-01-02;sell=22.27@2018-01-31;mret=0.0297 | QRVO:lb=-0.1315;buy=66.60@2018-01-02;sell=71.77@2018-01-31;mret=0.0776 | SWKS:lb=-0.1255;buy=79.29@2018-01-02;sell=81.18@2018-01-31;mret=0.0238 | FE:lb=-0.1196;buy=22.06@2018-01-02;sell=23.70@2018-01-31;mret=0.0745 | BSX:lb=-0.1150;buy=24.79@2018-01-02;sell=27.96@2018-01-31;mret=0.1279,0.035395329118169006
2018-01,rank_tail,2017-12-15,2018-01-31,2018-02-01,2018-02-28,PCG:lb=-0.2002;buy=42.07@2018-02-01;sell=40.75@2018-02-28;mret=-0.0316 | ALB:lb=-0.1388;buy=99.94@2018-02-01;sell=89.94@2018-02-28;mret=-0.1000 | NWL:lb=-0.1357;buy=18.29@2018-02-01;sell=17.92@2018-02-28;mret=-0.0203 | KIM:lb=-0.1253;buy=10.75@2018-02-01;sell=10.11@2018-02-28;mret=-0.0597 | SO:lb=-0.1208;buy=32.47@2018-02-01;sell=31.40@2018-02-28;mret=-0.0329 | VTR:lb=-0.1173;buy=40.19@2018-02-01;sell=34.69@2018-02-28;mret=-0.1367 | F:lb=-0.1065;buy=7.34@2018-02-01;sell=7.10@2018-02-28;mret=-0.0328 | DUK:lb=-0.1063;buy=56.59@2018-02-01;sell=54.96@2018-02-28;mret=-0.0288 | WELL:lb=-0.1041;buy=45.26@2018-02-01;sell=40.26@2018-02-28;mret=-0.1106 | AEP:lb=-0.1014;buy=51.80@2018-02-01;sell=49.87@2018-02-28;mret=-0.0373,-0.05687024889013825
2018-02,rank_tail,2018-01-16,2018-02-28,2018-03-01,2018-03-29,NFX:lb=-0.3158;buy=23.33@2018-03-01;sell=24.42@2018-03-29;mret=0.0467 | COL:lb=-0.3125;buy=0.05@2018-03-01;sell=0.05@2018-03-29;mret=-0.0909 | DVN:lb=-0.2910;buy=21.79@2018-03-01;sell=22.63@2018-03-29;mret=0.0384 | APA:lb=-0.2580;buy=27.91@2018-03-01;sell=31.45@2018-03-29;mret=0.1268 | ANDV:lb=-0.2431;buy=88.91@2018-03-01;sell=99.76@2018-03-29;mret=0.1221 | GE:lb=-0.2187;buy=64.30@2018-03-01;sell=61.43@2018-03-29;mret=-0.0446 | ALB:lb=-0.2154;buy=89.94@2018-03-01;sell=83.33@2018-03-29;mret=-0.0736 | RRC:lb=-0.2080;buy=12.57@2018-03-01;sell=13.77@2018-03-29;mret=0.0955 | UPS:lb=-0.2076;buy=77.56@2018-03-01;sell=77.74@2018-03-29;mret=0.0024 | EXPE:lb=-0.1947;buy=101.70@2018-03-01;sell=107.06@2018-03-29;mret=0.0527,0.029553219805035003
2018-03,rank_tail,2018-02-14,2018-03-29,2018-04-02,2018-04-30,MAT:lb=-0.2035;buy=13.15@2018-04-02;sell=14.80@2018-04-30;mret=0.1255 | GIS:lb=-0.1958;buy=34.07@2018-04-02;sell=33.43@2018-04-30;mret=-0.0187 | AMD:lb=-0.1762;buy=10.05@2018-04-02;sell=10.88@2018-04-30;mret=0.0826 | ALB:lb=-0.1672;buy=83.33@2018-04-02;sell=87.12@2018-04-30;mret=0.0455 | ABBV:lb=-0.1630;buy=67.71@2018-04-02;sell=69.79@2018-04-30;mret=0.0306 | QCOM:lb=-0.1608;buy=45.39@2018-04-02;sell=41.78@2018-04-30;mret=-0.0794 | WMB:lb=-0.1604;buy=16.22@2018-04-02;sell=16.78@2018-04-30;mret=0.0350 | KR:lb=-0.1570;buy=20.29@2018-04-02;sell=21.35@2018-04-30;mret=0.0522 | CI:lb=-0.1420;buy=153.39@2018-04-02;sell=157.12@2018-04-30;mret=0.0243 | KMI:lb=-0.1370;buy=9.65@2018-04-02;sell=10.27@2018-04-30;mret=0.0636,0.037672426691966576
2018-04,rank_tail,2018-03-16,2018-04-30,2018-05-01,2018-05-31,INCY:lb=-0.3120;buy=61.94@2018-05-01;sell=68.27@2018-05-31;mret=0.1022 | WDC:lb=-0.2558;buy=54.72@2018-05-01;sell=57.99@2018-05-31;mret=0.0599 | MU:lb=-0.2410;buy=44.88@2018-05-01;sell=56.21@2018-05-31;mret=0.2525 | AAL:lb=-0.2251;buy=41.92@2018-05-01;sell=42.62@2018-05-31;mret=0.0166 | SWKS:lb=-0.2158;buy=72.67@2018-05-01;sell=82.87@2018-05-31;mret=0.1403 | LKQ:lb=-0.2157;buy=27.85@2018-05-01;sell=28.52@2018-05-31;mret=0.0242 | BMY:lb=-0.2123;buy=39.70@2018-05-01;sell=40.07@2018-05-31;mret=0.0094 | CHTR:lb=-0.2071;buy=271.29@2018-05-01;sell=261.04@2018-05-31;mret=-0.0378 | AYI:lb=-0.2014;buy=116.79@2018-05-01;sell=115.31@2018-05-31;mret=-0.0127 | PM:lb=-0.1989;buy=54.60@2018-05-01;sell=52.97@2018-05-31;mret=-0.0300,0.052021832131467605
2018-05,rank_tail,2018-04-18,2018-05-31,2018-06-01,2018-06-29,COTY:lb=-0.2435;buy=12.24@2018-06-01;sell=13.03@2018-06-29;mret=0.0642 | PM:lb=-0.2159;buy=52.97@2018-06-01;sell=54.53@2018-06-29;mret=0.0294 | CPB:lb=-0.1960;buy=26.11@2018-06-01;sell=31.47@2018-06-29;mret=0.2051 | LKQ:lb=-0.1902;buy=28.52@2018-06-01;sell=28.64@2018-06-29;mret=0.0041 | UNM:lb=-0.1881;buy=29.45@2018-06-01;sell=28.06@2018-06-29;mret=-0.0469 | CAH:lb=-0.1847;buy=41.54@2018-06-01;sell=39.31@2018-06-29;mret=-0.0536 | TPR:lb=-0.1802;buy=35.39@2018-06-01;sell=38.09@2018-06-29;mret=0.0763 | DLTR:lb=-0.1784;buy=82.59@2018-06-01;sell=85.00@2018-06-29;mret=0.0292 | CHTR:lb=-0.1777;buy=261.04@2018-06-01;sell=293.21@2018-06-29;mret=0.1232 | FLR:lb=-0.1758;buy=46.38@2018-06-01;sell=46.42@2018-06-29;mret=0.0008,0.04257793289940004
2018-06,rank_tail,2018-05-17,2018-06-29,2018-07-02,2018-07-31,NKTR:lb=-0.3837;buy=732.45@2018-07-02;sell=789.00@2018-07-31;mret=0.0772 | BWA:lb=-0.1733;buy=33.76@2018-07-02;sell=36.00@2018-07-31;mret=0.0663 | HRB:lb=-0.1702;buy=17.04@2018-07-02;sell=18.82@2018-07-31;mret=0.1045 | HAL:lb=-0.1681;buy=38.69@2018-07-02;sell=36.42@2018-07-31;mret=-0.0586 | HPE:lb=-0.1673;buy=11.53@2018-07-02;sell=12.19@2018-07-31;mret=0.0568 | BF-B:lb=-0.1658;buy=43.25@2018-07-02;sell=46.96@2018-07-31;mret=0.0859 | BHF:lb=-0.1647;buy=40.07@2018-07-02;sell=43.43@2018-07-31;mret=0.0839 | FITB:lb=-0.1583;buy=21.69@2018-07-02;sell=22.36@2018-07-31;mret=0.0310 | XRX:lb=-0.1483;buy=16.09@2018-07-02;sell=17.41@2018-07-31;mret=0.0821 | SBUX:lb=-0.1460;buy=41.46@2018-07-02;sell=44.47@2018-07-31;mret=0.0725,0.06151854670335122
2018-07,rank_tail,2018-06-18,2018-07-31,2018-08-01,2018-08-31,IPGP:lb=-0.3273;buy=164.04@2018-08-01;sell=175.48@2018-08-31;mret=0.0697 | TSN:lb=-0.1880;buy=46.79@2018-08-01;sell=51.22@2018-08-31;mret=0.0947 | SYF:lb=-0.1731;buy=23.93@2018-08-01;sell=26.37@2018-08-31;mret=0.1021 | VMC:lb=-0.1550;buy=104.84@2018-08-01;sell=103.98@2018-08-31;mret=-0.0082 | F:lb=-0.1509;buy=6.90@2018-08-01;sell=6.52@2018-08-31;mret=-0.0558 | AVGO:lb=-0.1503;buy=18.05@2018-08-01;sell=17.82@2018-08-31;mret=-0.0124 | UAA:lb=-0.1433;buy=19.97@2018-08-01;sell=20.45@2018-08-31;mret=0.0240 | EL:lb=-0.1408;buy=122.78@2018-08-01;sell=127.84@2018-08-31;mret=0.0412 | MCK:lb=-0.1400;buy=118.49@2018-08-01;sell=121.82@2018-08-31;mret=0.0282 | EBAY:lb=-0.1392;buy=29.77@2018-08-01;sell=30.80@2018-08-31;mret=0.0347,0.03241711850488094
2018-08,rank_tail,2018-07-20,2018-08-31,2018-09-04,2018-09-28,IPGP:lb=-0.2629;buy=175.48@2018-09-04;sell=156.07@2018-09-28;mret=-0.1106 | EA:lb=-0.2310;buy=110.27@2018-09-04;sell=117.15@2018-09-28;mret=0.0624 | HBI:lb=-0.2024;buy=14.55@2018-09-04;sell=15.28@2018-09-28;mret=0.0507 | WDC:lb=-0.1748;buy=44.20@2018-09-04;sell=41.27@2018-09-28;mret=-0.0664 | WHR:lb=-0.1693;buy=90.11@2018-09-04;sell=85.62@2018-09-28;mret=-0.0498 | NEM:lb=-0.1618;buy=24.79@2018-09-04;sell=24.25@2018-09-28;mret=-0.0221 | NWL:lb=-0.1608;buy=15.45@2018-09-04;sell=14.44@2018-09-28;mret=-0.0654 | MHK:lb=-0.1456;buy=191.59@2018-09-04;sell=175.35@2018-09-28;mret=-0.0848 | NWSA:lb=-0.1446;buy=12.02@2018-09-04;sell=12.23@2018-09-28;mret=0.0172 | NWS:lb=-0.1226;buy=12.53@2018-09-04;sell=12.63@2018-09-28;mret=0.0077,-0.026215777679303276
2018-09,rank_tail,2018-08-16,2018-09-28,2018-10-01,2018-10-31,AMAT:lb=-0.1814;buy=35.66@2018-10-01;sell=30.34@2018-10-31;mret=-0.1493 | CPRT:lb=-0.1527;buy=12.88@2018-10-01;sell=12.23@2018-10-31;mret=-0.0508 | DLTR:lb=-0.1420;buy=81.55@2018-10-01;sell=84.30@2018-10-31;mret=0.0337 | CPB:lb=-0.1285;buy=28.67@2018-10-01;sell=29.56@2018-10-31;mret=0.0309 | LRCX:lb=-0.1236;buy=13.74@2018-10-01;sell=12.84@2018-10-31;mret=-0.0657 | PHM:lb=-0.1140;buy=22.88@2018-10-01;sell=22.70@2018-10-31;mret=-0.0081 | EQT:lb=-0.1127;buy=22.27@2018-10-01;sell=17.10@2018-10-31;mret=-0.2320 | WFC:lb=-0.1040;buy=42.95@2018-10-01;sell=43.49@2018-10-31;mret=0.0127 | MLM:lb=-0.0994;buy=172.60@2018-10-01;sell=162.48@2018-10-31;mret=-0.0586 | CMG:lb=-0.0958;buy=9.09@2018-10-01;sell=9.21@2018-10-31;mret=0.0128,-0.046398694160096454
2018-10,rank_tail,2018-09-19,2018-10-31,2018-11-01,2018-11-30,ALGN:lb=-0.4178;buy=221.20@2018-11-01;sell=229.89@2018-11-30;mret=0.0393 | AMD:lb=-0.4165;buy=18.21@2018-11-01;sell=21.30@2018-11-30;mret=0.1697 | MHK:lb=-0.3342;buy=124.73@2018-11-01;sell=128.06@2018-11-30;mret=0.0267 | NKTR:lb=-0.3177;buy=580.20@2018-11-01;sell=605.85@2018-11-30;mret=0.0442 | NFX:lb=-0.3013;buy=20.20@2018-11-01;sell=16.95@2018-11-30;mret=-0.1609 | URI:lb=-0.2894;buy=116.29@2018-11-01;sell=113.44@2018-11-30;mret=-0.0245 | EQT:lb=-0.2860;buy=17.10@2018-11-01;sell=17.33@2018-11-30;mret=0.0136 | NWL:lb=-0.2662;buy=11.29@2018-11-01;sell=16.81@2018-11-30;mret=0.4881 | WYNN:lb=-0.2588;buy=93.22@2018-11-01;sell=102.11@2018-11-30;mret=0.0954 | WDC:lb=-0.2561;buy=30.36@2018-11-01;sell=32.00@2018-11-30;mret=0.0539,0.07500861264470493
2018-11,rank_tail,2018-10-18,2018-11-30,2018-12-03,2018-12-31,PCG:lb=-0.4532;buy=26.16@2018-12-03;sell=23.55@2018-12-31;mret=-0.0997 | GE:lb=-0.3942;buy=34.81@2018-12-03;sell=35.18@2018-12-31;mret=0.0107 | NVDA:lb=-0.3170;buy=4.05@2018-12-03;sell=3.31@2018-12-31;mret=-0.1831 | NFX:lb=-0.2920;buy=16.95@2018-12-03;sell=14.66@2018-12-31;mret=-0.1351 | ALGN:lb=-0.2884;buy=229.89@2018-12-03;sell=209.43@2018-12-31;mret=-0.0890 | DXC:lb=-0.2870;buy=60.44@2018-12-03;sell=51.13@2018-12-31;mret=-0.1540 | CPRI:lb=-0.2735;buy=43.75@2018-12-03;sell=37.92@2018-12-31;mret=-0.1333 | DVN:lb=-0.2299;buy=19.31@2018-12-03;sell=16.15@2018-12-31;mret=-0.1637 | SLB:lb=-0.2281;buy=36.66@2018-12-03;sell=29.64@2018-12-31;mret=-0.1913 | VLO:lb=-0.2198;buy=59.98@2018-12-03;sell=56.28@2018-12-31;mret=-0.0617,-0.11818829393604158
2018-12,rank_tail,2018-11-14,2018-12-31,2019-01-02,2019-01-31,PRGO:lb=-0.3875;buy=31.99@2019-01-02;sell=38.35@2019-01-31;mret=0.1987 | CAG:lb=-0.3456;buy=16.09@2019-01-02;sell=16.47@2019-01-31;mret=0.0233 | NVDA:lb=-0.3223;buy=3.31@2019-01-02;sell=3.56@2019-01-31;mret=0.0768 | FDX:lb=-0.2813;buy=142.11@2019-01-02;sell=156.42@2019-01-31;mret=0.1007 | FLR:lb=-0.2767;buy=30.91@2019-01-02;sell=35.11@2019-01-31;mret=0.1357 | APA:lb=-0.2733;buy=21.83@2019-01-02;sell=27.51@2019-01-31;mret=0.2602 | DVN:lb=-0.2598;buy=16.15@2019-01-02;sell=19.10@2019-01-31;mret=0.1823 | XRX:lb=-0.2587;buy=13.55@2019-01-02;sell=19.34@2019-01-31;mret=0.4276 | BHF:lb=-0.2504;buy=30.48@2019-01-02;sell=37.34@2019-01-31;mret=0.2251 | NFX:lb=-0.2467;buy=14.66@2019-01-02;sell=18.28@2019-01-31;mret=0.2469,0.18726703343153006
2019-01,rank_tail,2018-12-17,2019-01-31,2019-02-01,2019-02-28,CAG:lb=-0.2465;buy=16.47@2019-02-01;sell=17.78@2019-02-28;mret=0.0799 | PRGO:lb=-0.1761;buy=38.35@2019-02-01;sell=40.37@2019-02-28;mret=0.0527 | MKC:lb=-0.1504;buy=54.55@2019-02-01;sell=59.99@2019-02-28;mret=0.0998 | RMD:lb=-0.1408;buy=89.27@2019-02-01;sell=96.46@2019-02-28;mret=0.0805 | M:lb=-0.1314;buy=19.61@2019-02-01;sell=18.48@2019-02-28;mret=-0.0574 | QCOM:lb=-0.1312;buy=41.81@2019-02-01;sell=45.08@2019-02-28;mret=0.0782 | HRB:lb=-0.1006;buy=17.98@2019-02-01;sell=18.41@2019-02-28;mret=0.0237 | ILMN:lb=-0.1000;buy=272.17@2019-02-01;sell=304.25@2019-02-28;mret=0.1179 | CPB:lb=-0.0780;buy=28.28@2019-02-01;sell=28.76@2019-02-28;mret=0.0167 | CBOE:lb=-0.0698;buy=85.06@2019-02-01;sell=87.76@2019-02-28;mret=0.0317,0.05340890849017543
2019-02,rank_tail,2019-01-15,2019-02-28,2019-03-01,2019-03-29,KHC:lb=-0.2925;buy=23.63@2019-03-01;sell=23.53@2019-03-29;mret=-0.0041 | NWL:lb=-0.2087;buy=11.81@2019-03-01;sell=11.17@2019-03-29;mret=-0.0548 | TTWO:lb=-0.1806;buy=87.26@2019-03-01;sell=94.37@2019-03-29;mret=0.0815 | CI:lb=-0.1125;buy=159.51@2019-03-01;sell=147.10@2019-03-29;mret=-0.0779 | RMD:lb=-0.1110;buy=96.46@2019-03-01;sell=97.91@2019-03-29;mret=0.0150 | NKTR:lb=-0.0894;buy=608.10@2019-03-01;sell=504.00@2019-03-29;mret=-0.1712 | CVS:lb=-0.0858;buy=46.44@2019-03-01;sell=43.31@2019-03-29;mret=-0.0674 | ABBV:lb=-0.0732;buy=59.20@2019-03-01;sell=60.21@2019-03-29;mret=0.0170 | HSIC:lb=-0.0682;buy=59.30@2019-03-01;sell=60.11@2019-03-29;mret=0.0137 | TRIP:lb=-0.0631;buy=47.28@2019-03-01;sell=45.75@2019-03-29;mret=-0.0323,-0.02844205496071761
2019-03,rank_tail,2019-02-14,2019-03-29,2019-04-01,2019-04-30,KHC:lb=-0.3018;buy=23.53@2019-04-01;sell=23.96@2019-04-30;mret=0.0181 | NWL:lb=-0.2831;buy=11.17@2019-04-01;sell=10.47@2019-04-30;mret=-0.0626 | BIIB:lb=-0.2720;buy=236.38@2019-04-01;sell=229.24@2019-04-30;mret=-0.0302 | MAT:lb=-0.2312;buy=13.00@2019-04-01;sell=12.19@2019-04-30;mret=-0.0623 | NKTR:lb=-0.2116;buy=504.00@2019-04-01;sell=480.30@2019-04-30;mret=-0.0470 | CVS:lb=-0.2033;buy=43.31@2019-04-01;sell=44.09@2019-04-30;mret=0.0180 | CNC:lb=-0.1698;buy=53.10@2019-04-01;sell=51.56@2019-04-30;mret=-0.0290 | CI:lb=-0.1631;buy=147.10@2019-04-01;sell=145.28@2019-04-30;mret=-0.0123 | HPQ:lb=-0.1565;buy=15.41@2019-04-01;sell=15.83@2019-04-30;mret=0.0268 | ALK:lb=-0.1525;buy=54.89@2019-04-01;sell=60.55@2019-04-30;mret=0.1030,-0.005741705778014916
2019-04,rank_tail,2019-03-18,2019-04-30,2019-05-01,2019-05-31,BIIB:lb=-0.2961;buy=229.24@2019-05-01;sell=219.29@2019-05-31;mret=-0.0434 | MAT:lb=-0.1696;buy=12.19@2019-05-01;sell=9.85@2019-05-31;mret=-0.1920 | REGN:lb=-0.1581;buy=341.25@2019-05-01;sell=300.06@2019-05-31;mret=-0.1207 | ALB:lb=-0.1316;buy=68.46@2019-05-01;sell=57.73@2019-05-31;mret=-0.1567 | CNC:lb=-0.1314;buy=51.56@2019-05-01;sell=57.75@2019-05-31;mret=0.1201 | WAT:lb=-0.1294;buy=213.54@2019-05-01;sell=200.71@2019-05-31;mret=-0.0601 | OXY:lb=-0.1213;buy=50.91@2019-05-01;sell=43.04@2019-05-31;mret=-0.1547 | INCY:lb=-0.1030;buy=76.80@2019-05-01;sell=78.63@2019-05-31;mret=0.0238 | PNR:lb=-0.1015;buy=35.50@2019-05-01;sell=31.71@2019-05-31;mret=-0.1070 | CHRW:lb=-0.1009;buy=68.92@2019-05-01;sell=67.76@2019-05-31;mret=-0.0169,-0.0726946369319057
2019-05,rank_tail,2019-04-17,2019-05-31,2019-06-03,2019-06-28,PVH:lb=-0.3560;buy=84.36@2019-06-03;sell=93.72@2019-06-28;mret=0.1109 | CPRI:lb=-0.3325;buy=32.48@2019-06-03;sell=34.68@2019-06-28;mret=0.0677 | HAL:lb=-0.3261;buy=18.57@2019-06-03;sell=20.01@2019-06-28;mret=0.0771 | WDC:lb=-0.3164;buy=26.90@2019-06-03;sell=34.75@2019-06-28;mret=0.2922 | FCX:lb=-0.3162;buy=8.96@2019-06-03;sell=10.72@2019-06-28;mret=0.1957 | FLR:lb=-0.3141;buy=26.96@2019-06-03;sell=32.76@2019-06-28;mret=0.2154 | KSS:lb=-0.2937;buy=33.78@2019-06-03;sell=33.02@2019-06-28;mret=-0.0225 | APTV:lb=-0.2921;buy=63.56@2019-06-03;sell=80.22@2019-06-28;mret=0.2622 | APA:lb=-0.2875;buy=22.00@2019-06-03;sell=24.45@2019-06-28;mret=0.1112 | IPGP:lb=-0.2796;buy=125.17@2019-06-03;sell=154.25@2019-06-28;mret=0.2323,0.15246687651333501
2019-06,rank_tail,2019-05-16,2019-06-28,2019-07-01,2019-07-31,KSS:lb=-0.2440;buy=33.02@2019-07-01;sell=37.41@2019-07-31;mret=0.1327 | MAC:lb=-0.2019;buy=23.15@2019-07-01;sell=22.85@2019-07-31;mret=-0.0131 | ALGN:lb=-0.1728;buy=273.70@2019-07-01;sell=209.08@2019-07-31;mret=-0.2361 | PVH:lb=-0.1424;buy=93.72@2019-07-01;sell=88.05@2019-07-31;mret=-0.0604 | CPRI:lb=-0.1390;buy=34.68@2019-07-01;sell=35.59@2019-07-31;mret=0.0262 | CCL:lb=-0.1286;buy=44.99@2019-07-01;sell=45.65@2019-07-31;mret=0.0146 | HP:lb=-0.1284;buy=36.56@2019-07-01;sell=35.88@2019-07-31;mret=-0.0186 | KR:lb=-0.1196;buy=18.86@2019-07-01;sell=18.38@2019-07-31;mret=-0.0253 | NTAP:lb=-0.1147;buy=51.56@2019-07-01;sell=49.26@2019-07-31;mret=-0.0446 | HAL:lb=-0.1139;buy=20.01@2019-07-01;sell=20.24@2019-07-31;mret=0.0114,-0.019543218822327346
2019-07,rank_tail,2019-06-18,2019-07-31,2019-08-01,2019-08-30,ALGN:lb=-0.2792;buy=209.08@2019-08-01;sell=183.11@2019-08-30;mret=-0.1242 | COTY:lb=-0.2054;buy=10.55@2019-08-01;sell=9.23@2019-08-30;mret=-0.1247 | NKTR:lb=-0.1908;buy=426.90@2019-08-01;sell=263.55@2019-08-30;mret=-0.3826 | MHK:lb=-0.1724;buy=124.69@2019-08-01;sell=118.89@2019-08-30;mret=-0.0465 | UAA:lb=-0.1540;buy=23.07@2019-08-01;sell=18.61@2019-08-30;mret=-0.1933 | UA:lb=-0.1525;buy=20.34@2019-08-01;sell=16.92@2019-08-30;mret=-0.1681 | ILMN:lb=-0.1393;buy=291.23@2019-08-01;sell=273.68@2019-08-30;mret=-0.0603 | APA:lb=-0.1382;buy=20.83@2019-08-01;sell=18.40@2019-08-30;mret=-0.1167 | ABBV:lb=-0.1356;buy=51.20@2019-08-01;sell=50.52@2019-08-30;mret=-0.0132 | IT:lb=-0.1261;buy=139.33@2019-08-01;sell=133.67@2019-08-30;mret=-0.0406,-0.12699581294879525
2019-08,rank_tail,2019-07-19,2019-08-30,2019-09-03,2019-09-30,NKTR:lb=-0.4504;buy=263.55@2019-09-03;sell=273.30@2019-09-30;mret=0.0370 | DXC:lb=-0.4060;buy=32.18@2019-09-03;sell=28.76@2019-09-30;mret=-0.1063 | ALGN:lb=-0.3488;buy=183.11@2019-09-03;sell=180.92@2019-09-30;mret=-0.0120 | ULTA:lb=-0.3341;buy=237.73@2019-09-03;sell=250.65@2019-09-30;mret=0.0543 | M:lb=-0.3321;buy=11.38@2019-09-03;sell=12.24@2019-09-30;mret=0.0756 | TPR:lb=-0.3185;buy=17.47@2019-09-03;sell=22.39@2019-09-30;mret=0.2817 | UAA:lb=-0.3095;buy=18.61@2019-09-03;sell=19.94@2019-09-30;mret=0.0715 | UA:lb=-0.2935;buy=16.92@2019-09-03;sell=18.13@2019-09-30;mret=0.0715 | CPRI:lb=-0.2739;buy=26.38@2019-09-03;sell=33.16@2019-09-30;mret=0.2570 | BEN:lb=-0.2599;buy=19.46@2019-09-03;sell=21.57@2019-09-30;mret=0.1082,0.08249072095417076
2019-09,rank_tail,2019-08-16,2019-09-30,2019-10-01,2019-10-31,ULTA:lb=-0.2217;buy=250.65@2019-10-01;sell=233.15@2019-10-31;mret=-0.0698 | HUM:lb=-0.1374;buy=242.19@2019-10-01;sell=278.69@2019-10-31;mret=0.1507 | HRB:lb=-0.1326;buy=18.55@2019-10-01;sell=19.63@2019-10-31;mret=0.0580 | NFLX:lb=-0.1162;buy=26.76@2019-10-01;sell=28.74@2019-10-31;mret=0.0739 | COO:lb=-0.1144;buy=74.20@2019-10-01;sell=72.70@2019-10-31;mret=-0.0202 | UNH:lb=-0.1113;buy=196.31@2019-10-01;sell=228.27@2019-10-31;mret=0.1628 | INCY:lb=-0.1070;buy=74.23@2019-10-01;sell=83.92@2019-10-31;mret=0.1305 | MKTX:lb=-0.1057;buy=308.06@2019-10-01;sell=346.71@2019-10-31;mret=0.1255 | MO:lb=-0.1031;buy=24.93@2019-10-01;sell=27.30@2019-10-31;mret=0.0951 | CNC:lb=-0.0989;buy=43.26@2019-10-01;sell=53.08@2019-10-31;mret=0.2270,0.09335742521538481
2019-10,rank_tail,2019-09-19,2019-10-31,2019-11-01,2019-11-29,DVN:lb=-0.2188;buy=14.68@2019-11-01;sell=15.84@2019-11-29;mret=0.0794 | HAS:lb=-0.1897;buy=77.07@2019-11-01;sell=80.55@2019-11-29;mret=0.0451 | FTI:lb=-0.1779;buy=14.02@2019-11-01;sell=13.47@2019-11-29;mret=-0.0390 | WDC:lb=-0.1683;buy=38.09@2019-11-01;sell=37.11@2019-11-29;mret=-0.0256 | APA:lb=-0.1497;buy=18.69@2019-11-01;sell=19.22@2019-11-29;mret=0.0286 | MAC:lb=-0.1494;buy=19.50@2019-11-01;sell=19.60@2019-11-29;mret=0.0052 | EOG:lb=-0.1472;buy=52.84@2019-11-01;sell=54.05@2019-11-29;mret=0.0229 | DXC:lb=-0.1412;buy=26.98@2019-11-01;sell=36.39@2019-11-29;mret=0.3491 | SLB:lb=-0.1343;buy=27.99@2019-11-01;sell=31.00@2019-11-29;mret=0.1074 | HP:lb=-0.1281;buy=27.53@2019-11-01;sell=29.54@2019-11-29;mret=0.0729,0.06427493861787803
